img_number,color_id,frame,track,batch,pass,environment,bee_range,filepath
194,white-pink,9345,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009345.jpg
195,white-pink,9346,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009346.jpg
196,white-pink,9347,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009347.jpg
197,white-pink,9348,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009348.jpg
198,white-pink,9349,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009349.jpg
199,white-pink,9351,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009351.jpg
200,white-pink,9352,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009352.jpg
201,white-pink,9353,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009353.jpg
202,white-pink,9354,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009354.jpg
203,white-pink,9356,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009356.jpg
204,white-pink,9357,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009357.jpg
205,white-pink,9359,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009359.jpg
206,white-pink,9361,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009361.jpg
207,white-pink,9362,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009362.jpg
208,white-pink,9364,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009364.jpg
209,white-pink,9365,54,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000054.frame009365.jpg
210,white-pink,9496,55,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000055.frame009496.jpg
211,white-pink,9498,55,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000055.frame009498.jpg
212,white-pink,9499,55,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000055.frame009499.jpg
213,white-pink,9500,55,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000055.frame009500.jpg
214,white-pink,9501,55,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000055.frame009501.jpg
215,white-pink,9503,55,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000055.frame009503.jpg
216,white-pink,9504,55,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000055.frame009504.jpg
217,white-pink,9506,55,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000055.frame009506.jpg
218,white-pink,9588,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009588.jpg
219,white-pink,9594,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009594.jpg
220,white-pink,9595,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009595.jpg
221,white-pink,9605,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009605.jpg
222,white-pink,9606,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009606.jpg
223,white-pink,9614,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009614.jpg
224,white-pink,9616,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009616.jpg
225,white-pink,9619,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009619.jpg
226,white-pink,9620,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009620.jpg
227,white-pink,9626,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009626.jpg
228,white-pink,9629,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009629.jpg
229,white-pink,9636,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009636.jpg
230,white-pink,9638,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009638.jpg
231,white-pink,9639,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009639.jpg
232,white-pink,9640,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009640.jpg
233,white-pink,9641,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009641.jpg
234,white-pink,9643,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009643.jpg
235,white-pink,9648,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009648.jpg
236,white-pink,9649,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009649.jpg
237,white-pink,9657,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009657.jpg
238,white-pink,9659,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009659.jpg
239,white-pink,9661,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009661.jpg
240,white-pink,9663,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009663.jpg
241,white-pink,9670,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009670.jpg
242,white-pink,9672,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009672.jpg
243,white-pink,9673,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009673.jpg
244,white-pink,9681,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009681.jpg
245,white-pink,9683,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009683.jpg
246,white-pink,9684,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009684.jpg
247,white-pink,9686,56,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000056.frame009686.jpg
248,white-pink,9724,58,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000058.frame009724.jpg
249,white-pink,9732,58,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000058.frame009732.jpg
250,white-pink,9733,58,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000058.frame009733.jpg
251,white-pink,9735,58,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000058.frame009735.jpg
252,white-pink,9736,58,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000058.frame009736.jpg
253,white-pink,9740,58,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000058.frame009740.jpg
254,white-pink,9742,58,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000058.frame009742.jpg
255,white-pink,9747,58,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000058.frame009747.jpg
256,white-pink,9901,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame009901.jpg
257,white-pink,9920,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame009920.jpg
258,white-pink,9949,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame009949.jpg
259,white-pink,9954,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame009954.jpg
260,white-pink,9960,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame009960.jpg
261,white-pink,9964,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame009964.jpg
262,white-pink,9965,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame009965.jpg
263,white-pink,9973,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame009973.jpg
264,white-pink,10012,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010012.jpg
265,white-pink,10018,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010018.jpg
266,white-pink,10053,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010053.jpg
267,white-pink,10055,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010055.jpg
268,white-pink,10057,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010057.jpg
269,white-pink,10085,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010085.jpg
270,white-pink,10124,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010124.jpg
271,white-pink,10145,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010145.jpg
272,white-pink,10163,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010163.jpg
273,white-pink,10168,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010168.jpg
274,white-pink,10181,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010181.jpg
275,white-pink,10185,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010185.jpg
276,white-pink,10193,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010193.jpg
277,white-pink,10216,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010216.jpg
278,white-pink,10234,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010234.jpg
279,white-pink,10235,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010235.jpg
280,white-pink,10255,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010255.jpg
281,white-pink,10267,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010267.jpg
282,white-pink,10291,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010291.jpg
283,white-pink,10304,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010304.jpg
284,white-pink,10329,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010329.jpg
285,white-pink,10334,61,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000061.frame010334.jpg
286,white,11780,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011780.jpg
287,white,11785,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011785.jpg
288,white,11789,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011789.jpg
289,white,11794,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011794.jpg
290,white,11806,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011806.jpg
291,white,11810,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011810.jpg
292,white,11812,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011812.jpg
293,white,11814,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011814.jpg
294,white,11820,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011820.jpg
295,white,11828,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011828.jpg
296,white,11832,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011832.jpg
297,white,11839,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011839.jpg
298,white,11846,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011846.jpg
299,white,11849,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011849.jpg
300,white,11850,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011850.jpg
301,white,11851,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011851.jpg
302,white,11870,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011870.jpg
303,white,11872,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011872.jpg
304,white,11884,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011884.jpg
305,white,11886,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011886.jpg
306,white,11889,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011889.jpg
307,white,11892,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011892.jpg
308,white,11896,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011896.jpg
309,white,11918,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011918.jpg
310,white,11922,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011922.jpg
311,white,11933,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011933.jpg
312,white,11934,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011934.jpg
313,white,11936,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011936.jpg
314,white,11937,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011937.jpg
315,white,11958,75,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011958.jpg
316,white,12325,87,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000087.frame012325.jpg
317,white,12403,87,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000087.frame012403.jpg
318,white,12408,87,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000087.frame012408.jpg
319,white,12419,87,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000087.frame012419.jpg
320,white,12420,87,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000087.frame012420.jpg
321,white,12444,90,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000090.frame012444.jpg
322,white,12451,90,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000090.frame012451.jpg
323,white,12453,90,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000090.frame012453.jpg
324,white,12454,90,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000090.frame012454.jpg
325,white,12455,90,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000090.frame012455.jpg
326,white,12456,90,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000090.frame012456.jpg
327,white,12458,90,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000090.frame012458.jpg
328,white,12669,91,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000091.frame012669.jpg
329,white,12905,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame012905.jpg
330,white,12925,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame012925.jpg
331,white,12956,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame012956.jpg
332,white,12986,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame012986.jpg
333,white,12987,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame012987.jpg
334,white,13003,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013003.jpg
335,white,13020,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013020.jpg
336,white,13064,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013064.jpg
337,white,13096,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013096.jpg
338,white,13110,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013110.jpg
339,white,13119,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013119.jpg
340,white,13145,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013145.jpg
341,white,13152,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013152.jpg
342,white,13169,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013169.jpg
343,white,13176,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013176.jpg
344,white,13193,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013193.jpg
345,white,13201,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013201.jpg
346,white,13210,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013210.jpg
347,white,13229,94,1,,in-lab,33-64,./images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000094.frame013229.jpg
